userId,movieId,rating,timestamp
179,3981,2,1611092184
307,9344,5,1648750952
163,4288,3,1639229464
182,7119,2,1637934057
75,1690,3,1630009059
382,7832,2,1633369284
245,8079,2,1624605147
439,5226,2,1614139889
178,7038,1,1626873322
119,2755,1,1671983838
146,7592,5,1616485267
806,4407,1,1631327499
891,7413,1,1632770951
474,6788,1,1632201973
135,1297,3,1621819339
490,1360,5,1651742430
706,4534,4,1661135589
630,7504,4,1626145331
477,5508,2,1645282004
830,4773,1,1656878611
561,5539,3,1643663905
598,1567,5,1652596317
344,4799,5,1645445787
535,7080,2,1616784444
686,2218,5,1624203326
570,2553,3,1609793176
798,743,3,1630646434
637,9135,3,1646437358
719,3436,3,1657149698
201,3862,4,1653868221
370,8260,5,1650729196
879,9636,3,1610959966
736,7847,5,1626704533
418,1231,4,1647816753
462,4849,2,1628732927
591,477,1,1638599900
168,4520,2,1613211098
931,1819,4,1659105320
738,5,4,1614018931
512,4967,3,1642212839
482,8890,1,1621257519
669,1753,1,1656181506
996,9227,1,1637257066
875,1934,4,1640028517
362,3007,4,1649785880
418,5750,2,1634855568
128,2701,3,1652576125
821,2907,5,1665464705
148,200,4,1635710281
556,2755,1,1622498972
721,9700,2,1654814025
972,1897,3,1644134949
247,7900,1,1612417239
388,9014,1,1618608177
893,2914,3,1656179507
657,1271,2,1644463594
259,5425,2,1669466635
486,7693,2,1637785036
190,2792,2,1655084315
562,240,1,1653128122
399,3056,1,1621444378
793,30,5,1644883702
545,4360,1,1618109623
844,3426,1,1659169002
941,4854,4,1614732440
303,9657,2,1613250204
831,9254,3,1657836580
445,7640,4,1633424821
713,1007,5,1616758815
774,748,1,1629810296
854,8315,2,1612210575
889,4648,2,1623710531
645,5560,3,1669837056
352,4024,2,1616307228
168,7191,2,1640172078
273,4640,1,1644743393
533,8819,1,1621372517
994,6118,5,1650365515
641,3596,4,1622879608
518,6017,1,1651103523
545,3898,1,1626544077
73,971,4,1664828737
574,5969,5,1656639728
330,7809,4,1611769582
935,1621,4,1632328870
958,3757,3,1611250733
982,4866,1,1665347659
620,9299,2,1660824491
458,9042,4,1658448609
770,63,2,1641032476
765,904,5,1612398932
202,848,3,1647792047
225,6351,4,1655595238
937,5484,2,1631834988
266,1211,2,1630563994
559,2925,2,1630778979
535,7076,2,1629022198
290,6915,5,1664553124
463,94,3,1650133676
788,7209,3,1658790231
896,2004,3,1630278269
869,3448,3,1641951617
885,5847,5,1619451418
495,3948,2,1623519108
333,8610,5,1614471898
725,5883,1,1661957593
377,646,3,1658379688
956,5732,4,1626985362
740,268,2,1623814871
698,5490,1,1625894381
840,480,1,1621369852
479,5462,5,1660324304
116,4054,5,1618464582
735,6536,1,1622588903
265,6424,4,1653643553
970,1603,1,1610728317
702,4213,5,1650444148
680,9516,5,1649041642
43,7772,3,1629106553
824,180,5,1636534391
43,8898,2,1668169371
32,1255,2,1649908142
339,633,1,1659045473
623,2842,3,1630099490
379,9475,2,1654912013
673,4015,5,1665296876
902,2184,3,1649491977
842,6247,1,1638933817
497,109,2,1666400837
679,8206,1,1615068023
421,4332,3,1621772532
480,9091,1,1654450433
461,8362,3,1668840916
719,1408,5,1630428920
200,4151,5,1612617486
764,8856,3,1616270956
562,3125,5,1635152063
655,857,2,1668483182
753,144,3,1640579958
453,7197,2,1644833407
122,7132,2,1662818517
418,8619,5,1624071997
300,6521,5,1647768259
328,4993,5,1668194640
42,176,3,1648737122
361,420,3,1614206952
902,4658,3,1665414526
789,1172,5,1627891969
408,6453,3,1631458838
339,7907,4,1671343945
103,6218,3,1616710531
283,1370,4,1624843797
996,9374,4,1657290663
28,7478,5,1651493875
558,7594,5,1669625313
487,8859,2,1662372083
905,9294,5,1625300947
439,1886,1,1669413571
159,1996,5,1657566484
921,5038,4,1617257970
629,1342,1,1643456035
288,7064,4,1611064983
316,1176,3,1669790477
227,9511,4,1632594344
335,2364,5,1670513011
313,3715,4,1626569197
27,4105,4,1633573116
6,797,2,1630548764
184,6192,1,1652952586
966,7239,1,1624910968
160,3694,3,1632891616
571,2136,4,1614074397
412,9257,5,1615728220
560,7469,2,1641684947
899,4276,5,1647752051
712,1965,2,1624370651
280,1850,2,1627435640
842,2403,5,1642622303
559,3273,5,1631520963
983,5575,2,1646574306
134,4585,1,1659891767
266,5878,3,1643479957
48,5012,3,1653309551
848,2524,3,1640730424
395,5428,4,1634267087
427,9069,2,1665607569
165,4383,4,1618339888
173,8459,5,1650315316
787,601,4,1664049626
939,122,1,1615704182
374,7078,1,1617900689
988,6006,2,1626866575
720,9429,3,1612274462
554,3872,5,1648612018
168,3055,5,1623982280
98,2108,5,1630939864
553,129,2,1628413479
562,1143,4,1646701565
47,787,5,1650473656
567,4966,1,1613098491
242,157,4,1630370004
873,5001,5,1630644705
660,4390,4,1634983618
115,8245,3,1658414741
63,5202,5,1644223567
209,6235,2,1672233367
472,3576,3,1669051010
163,7546,4,1669649034
970,7423,1,1638639279
127,3685,4,1665155324
16,3964,5,1657964363
242,7631,3,1636742929
972,1774,2,1659703834
71,7802,5,1625152132
43,6600,4,1658250798
691,7260,2,1660275370
148,2321,5,1666523117
960,9346,1,1656410396
109,177,5,1628072092
98,8646,2,1650577645
668,6512,4,1648826518
692,487,3,1626916650
16,7460,3,1664816411
261,9123,3,1666433598
504,3457,4,1616085143
2,5182,3,1641908792
158,8014,2,1668618266
773,5079,4,1651663811
317,3523,4,1614473597
882,9669,1,1641398181
736,8833,2,1633506621
729,2659,3,1652164674
239,123,1,1652854399
306,1290,2,1655598825
245,4267,5,1626225689
670,355,1,1613340784
406,4278,2,1641447539
381,7965,1,1620397873
933,7830,2,1636980384
802,188,5,1618760529
128,4164,2,1616250880
370,1059,5,1628894630
158,8420,3,1654407908
715,9450,4,1635463764
610,8163,3,1628550048
737,406,3,1626651395
758,3450,1,1634970396
950,8413,1,1640284675
521,341,3,1640371541
774,5936,4,1633223727
758,9738,2,1668697598
832,3034,1,1656022441
450,7759,1,1622117136
612,1911,5,1665303712
255,379,1,1635037439
234,436,3,1621320306
8,9069,3,1622206370
826,2710,3,1666044876
366,3954,2,1624887773
101,5780,4,1615251059
789,5719,2,1640796946
797,2446,3,1669823915
171,1039,5,1626840366
801,4165,4,1641384348
541,1897,2,1617043330
595,1388,2,1622541757
502,5902,4,1610947734
932,4714,4,1621809239
671,1840,3,1653810829
241,2303,2,1627844923
511,5462,1,1632389999
308,901,2,1612893725
589,2830,2,1664015136
873,9525,2,1664670737
297,8649,1,1669009693
34,5081,4,1672033889
67,3485,4,1666122419
101,5900,2,1636148499
527,3333,3,1652175451
209,4026,5,1643428625
42,8879,5,1641731028
592,3729,2,1618016186
654,5889,5,1616210067
754,4259,1,1638628801
483,1513,2,1655490084
713,3392,5,1629518366
609,2757,1,1622143840
945,1762,2,1646423555
720,8065,2,1662864437
240,6320,1,1654060839
909,3685,2,1630757268
736,9274,1,1666670986
446,2626,2,1635974332
699,1105,5,1622442485
74,6097,3,1657473329
97,7263,4,1615396170
493,5397,4,1648754798
711,9336,3,1622434354
395,24,5,1651871990
206,6941,4,1617455111
839,8698,1,1671010997
332,4501,5,1617763931
756,8217,1,1665870796
549,1336,2,1645288055
782,8869,4,1635651549
252,3463,2,1670861821
596,1083,3,1649528126
954,9598,4,1614167744
545,829,4,1633245319
153,5148,1,1622327210
211,9583,4,1620485146
686,6079,2,1628857995
900,6198,4,1666490472
882,6270,4,1617517952
347,5689,4,1661445899
412,7791,3,1631873098
675,3083,5,1633260823
738,4787,2,1630081893
562,176,1,1625468793
321,6030,2,1666908066
496,1333,3,1633435484
721,7688,2,1650188206
202,8770,3,1666107559
615,1381,5,1625909548
988,6110,1,1669401170
800,6054,5,1659896056
693,1370,4,1611769314
532,8694,4,1640264756
920,1171,1,1648597619
850,7344,5,1613038909
896,726,2,1617814117
442,3240,1,1611451286
289,3854,3,1669896634
248,9058,4,1614386574
412,7481,2,1671314549
216,641,5,1623890288
419,1985,1,1636897244
252,9140,2,1643936869
379,7679,1,1643515022
997,5868,5,1648272113
269,269,2,1664343818
28,5061,2,1613178642
358,9119,4,1617765808
513,6501,5,1613577151
731,3394,3,1628191088
124,3986,5,1642396715
594,136,4,1670411449
899,9428,3,1632250328
238,2129,4,1665514547
554,1715,4,1613236099
819,1185,2,1662858766
357,3045,5,1619413090
706,2022,5,1648390091
640,9427,4,1627853676
357,2718,3,1650609751
577,740,1,1622124646
899,4080,5,1634827181
845,341,4,1644857792
848,4378,3,1655151957
217,2166,2,1638465543
579,2123,1,1667226007
228,9184,1,1667083041
368,9531,1,1650754570
321,7078,3,1660312572
48,3289,5,1649876315
302,1601,5,1640644561
682,9361,4,1624815713
74,4121,1,1635472503
738,2898,4,1639073386
487,3370,2,1656347485
113,3240,4,1629264707
953,2269,3,1667490118
127,210,1,1652234903
941,7209,1,1654167787
37,659,4,1637123961
770,9326,5,1645909559
621,8779,3,1653139067
640,849,5,1642008058
358,3432,3,1642707113
190,3977,3,1660834272
430,9522,2,1656961302
36,3412,1,1643541408
456,4370,5,1643035227
937,6954,5,1612169720
349,4269,2,1620107179
536,6899,4,1649327960
620,8229,3,1663107570
425,1339,2,1672393250
660,2263,5,1640845677
17,2342,3,1633600165
770,6064,2,1625906483
830,688,4,1626541336
291,5547,5,1655715844
162,9252,1,1637033549
925,8181,4,1653066495
841,1563,5,1640139511
206,8837,1,1659185492
427,5490,2,1663516649
489,7499,2,1660699018
57,784,5,1630973402
630,412,1,1622534264
388,6440,2,1634127108
560,5093,4,1643767304
620,4611,1,1633513973
320,1250,4,1625641466
343,9248,2,1622117358
892,9289,1,1645589952
490,4811,5,1622787602
985,4870,1,1613598922
375,6621,3,1628237637
910,7054,4,1628669344
70,1009,4,1656080419
186,9471,2,1660802496
897,162,1,1664838822
835,4977,3,1660868664
2,6003,1,1628294023
157,5023,3,1638699788
939,357,1,1660407670
654,6789,2,1613414620
777,1314,4,1670598179
925,2213,4,1621192945
632,6459,3,1664200036
976,1456,4,1637883340
207,392,3,1665818557
410,6388,3,1618146858
835,3777,2,1623741857
106,4323,5,1614424418
52,5462,1,1670323810
579,7761,5,1628811399
605,2944,5,1654932408
703,8862,4,1621059160
210,2053,2,1645048863
865,5444,1,1655608210
447,6977,3,1643545853
124,5650,4,1610600755
497,5961,4,1621147844
195,4495,1,1618445651
111,8585,3,1623053806
7,1441,2,1615675230
250,1003,3,1632940889
857,8494,3,1633112884
355,7961,4,1633299612
982,228,3,1614649146
801,7508,1,1643634622
573,6317,5,1612567095
233,3325,4,1632087694
682,7564,3,1652040073
904,1844,4,1671163095
301,9256,2,1645978763
196,7132,5,1641280670
955,7880,1,1640643387
394,7618,5,1662343960
735,252,1,1624626260
715,7793,1,1666734510
950,4175,2,1619449672
918,4077,1,1666732245
882,6464,5,1665629575
924,7453,4,1645655751
757,7329,1,1621346372
691,6462,3,1612615814
805,5839,1,1632016636
870,2952,5,1636446158
135,1393,2,1610100631
166,2248,2,1648863556
911,4052,1,1611138115
407,8084,4,1643489649
906,9406,4,1661851628
72,6939,2,1625366304
129,8600,1,1639235823
462,2419,3,1630694045
157,7641,1,1622290434
403,4492,1,1640205146
294,4406,1,1643123245
77,2447,3,1627548404
678,7300,3,1617418026
482,1282,4,1662198215
990,4608,2,1614770199
232,6957,4,1623906959
919,2471,5,1646036135
374,7093,2,1660892262
708,8679,4,1667265887
676,7677,4,1658632496
627,8827,1,1654432317
327,9250,4,1641304005
611,6165,1,1655558846
269,7274,1,1645068133
496,9197,1,1670496924
638,5552,5,1621340169
217,2460,5,1627692226
992,7952,1,1620706419
52,3797,5,1651167585
629,2235,2,1637895399
674,7746,3,1672144468
339,1128,3,1643312480
210,1576,4,1637884021
851,9517,1,1621601618
724,4364,1,1642552235
712,8362,5,1648627941
496,4685,1,1646181367
459,3928,2,1640693086
492,3067,1,1617631183
987,1897,1,1630763527
364,7898,3,1619054904
627,2050,5,1655666942
890,2450,4,1649667294
198,6132,4,1612525049
918,5465,4,1626946727
896,998,5,1650922079
621,5015,1,1665441932
156,4719,2,1624560432
359,2743,5,1651886583
307,3870,2,1642995990
166,8557,4,1636338136
999,6064,2,1622947491
267,6308,5,1655128970
975,704,1,1647604794
44,6866,2,1624513210
446,736,1,1622530727
646,8686,4,1619812607
933,5260,2,1620193763
92,733,5,1623315971
605,3718,1,1649994842
648,1217,4,1611281169
540,4528,2,1644060286
868,5934,2,1646838073
371,555,4,1661068410
106,9696,2,1662461497
399,6706,3,1670098284
780,4298,5,1634181166
458,606,1,1611803611
78,3152,1,1668025420
654,5773,4,1653620251
589,1623,5,1663076594
983,5262,1,1627740883
676,3218,4,1622238714
910,2948,5,1653417399
480,8449,5,1637999487
79,5255,1,1661255351
881,3405,3,1641429698
843,7824,4,1616902604
685,3089,2,1659901995
728,8286,5,1661441124
577,7983,5,1653998373
424,4315,2,1647779613
347,6085,2,1655370206
378,1503,1,1630293802
771,5488,2,1666637063
971,3506,2,1663712057
241,4422,2,1656235654
862,6133,2,1658399078
996,7353,5,1611307137
589,881,5,1629605472
75,2040,4,1628500559
20,9463,2,1646033732
327,7537,3,1623041763
741,1919,4,1652213216
598,700,4,1655238084
602,1937,5,1660383556
18,6708,5,1672143373
680,1725,5,1625325912
404,5920,3,1667628107
158,6705,5,1642348352
82,2742,3,1640894909
696,3976,2,1639404499
919,555,1,1612826396
162,9376,2,1620865158
650,1070,2,1621999899
623,7285,4,1629892527
254,1096,5,1619003008
251,8360,5,1640871258
635,7745,1,1633609585
386,4302,5,1636643755
746,6862,2,1668115480
999,5083,4,1668196490
889,9109,1,1614691492
348,4028,5,1656761671
396,730,4,1640089812
170,5789,2,1669111580
969,7815,2,1622396474
758,3434,5,1628418915
339,6251,1,1657457208
437,6743,3,1645250688
665,7655,2,1662625394
960,9255,5,1644354232
743,5369,5,1665641490
190,1663,4,1643204667
823,4682,4,1626405358
54,7127,5,1658932707
962,1314,4,1616107657
18,933,2,1613287309
199,8610,1,1618120434
569,8909,5,1622871232
351,4723,2,1653476088
908,1674,5,1670917300
486,2925,2,1664060469
665,3192,1,1662925210
629,809,2,1667645073
708,8490,2,1624213755
348,5345,2,1629493882
568,3320,3,1646898307
24,3573,2,1637133475
531,6004,2,1609518444
290,7387,2,1623360100
204,523,1,1637027072
90,7262,5,1631464793
434,5553,1,1624100918
410,7094,4,1664359549
525,7331,4,1658262573
837,2498,5,1648117035
844,4680,2,1624461226
389,3194,4,1654566383
39,9042,3,1668103805
607,6451,3,1651091248
277,856,3,1631711632
417,3956,3,1663823568
952,2255,2,1663526018
696,3382,4,1612118547
302,1114,1,1617154974
888,9537,5,1664678301
709,2775,4,1655839306
794,6039,2,1652929800
138,915,3,1640748900
965,309,5,1642155630
433,691,1,1609776957
842,8529,3,1667984107
737,8670,2,1652899429
955,4083,4,1624780065
634,4378,1,1622067169
922,2413,5,1629408821
711,235,4,1665530697
705,1364,2,1657094583
519,9387,1,1638800864
435,5905,1,1652517652
981,8448,1,1650512025
309,7978,2,1620633761
956,6050,4,1620451006
296,9569,4,1626636943
190,5529,1,1612983033
477,6182,2,1665090179
897,4970,3,1621917159
901,8212,3,1636257536
657,4016,1,1655251975
975,9084,2,1639426578
17,8840,3,1628040603
865,197,3,1647319409
359,1574,5,1637983298
797,4090,4,1640127948
460,5803,3,1669663551
692,6020,1,1629176764
34,8812,2,1630727013
738,8970,1,1615640595
216,3248,4,1619408464
413,5437,3,1667480910
985,7955,1,1625429450
51,2442,4,1654620797
704,7716,4,1610163552
412,5716,3,1634527257
66,5998,4,1638224449
223,591,5,1649775968
254,5152,3,1640341943
169,9098,4,1639659243
39,7035,1,1619644321
714,5082,1,1645115358
346,7567,2,1613363869
537,3860,3,1629103645
1,8550,5,1652080018
897,671,3,1612926985
161,873,4,1649719784
950,2451,5,1671626209
324,168,5,1644000956
76,3921,1,1666735970
989,4477,4,1666240415
580,6668,4,1623963870
199,990,2,1633457019
709,3420,4,1661706162
82,9471,2,1612718891
921,2797,2,1668538660
166,6983,1,1617737830
155,3341,5,1629448679
777,2698,3,1622910921
606,1610,4,1650156283
94,2933,1,1633384395
492,9451,2,1637380140
922,5881,3,1666593306
326,6766,4,1649617425
750,5804,4,1611751958
934,354,1,1637673960
939,412,1,1611110848
825,1932,4,1630757810
540,3313,2,1671889741
961,280,1,1625966952
676,7049,5,1646021068
646,4145,4,1650478446
236,3972,4,1658629469
718,1095,3,1621610991
381,3937,3,1653871993
49,9678,2,1618165144
570,154,2,1640394614
602,2235,4,1638229147
732,2901,2,1655416710
808,212,2,1610690540
139,9607,1,1659678713
14,6100,3,1619786632
927,5385,2,1642598994
648,3948,3,1614617114
787,3455,1,1622715492
985,2104,5,1623662186
345,3181,4,1645677115
651,225,4,1644760954
571,7961,2,1636481535
841,3205,5,1633770920
53,4844,4,1639362801
735,6094,1,1610485197
928,7505,4,1668438325
62,2665,3,1670823269
389,9098,3,1645484232
506,579,5,1657929971
979,6987,1,1643101401
45,5821,2,1618973273
245,6271,3,1654385229
58,158,4,1636366868
137,7675,1,1651130914
119,2787,1,1613459082
991,5900,4,1621543261
484,1584,4,1630004726
799,5289,2,1644251942
18,8088,3,1642544762
834,2963,5,1633315827
109,7737,2,1648286600
944,8435,1,1644462494
247,7869,3,1662233051
80,3339,1,1609871714
232,5049,4,1665106450
28,867,5,1613821602
679,3659,5,1659740935
550,461,3,1623264162
640,101,5,1623849134
915,9273,2,1644089184
625,4083,2,1665539605
340,870,1,1654617031
293,3284,5,1657307583
121,7013,1,1657687408
520,3218,5,1632466012
985,5724,2,1635612559
276,4347,2,1653645194
169,5778,4,1626479807
448,9362,1,1649194618
491,6892,5,1643372349
194,6776,3,1624288462
959,9295,2,1627711600
752,3847,2,1652901030
814,4264,5,1618277112
284,4957,1,1642009333
117,2718,4,1662528559
577,5340,5,1622790999
440,842,3,1621407409
600,5927,4,1664906102
76,9120,4,1638439374
201,7927,3,1620765391
246,7580,4,1653003704
408,8583,1,1622834498
655,7670,1,1624063737
510,2544,5,1658691463
474,7053,2,1663280321
214,1177,3,1629264310
776,8547,3,1670671108
687,4477,3,1610781742
657,8788,5,1655862868
703,5111,4,1664622712
645,2777,1,1670998224
997,5643,5,1662963478
426,4429,1,1614836953
536,1484,5,1611436444
337,8088,3,1640434744
509,9128,5,1619642812
161,8577,1,1665568097
134,8046,4,1670193004
314,5470,1,1635914571
461,3627,1,1637929111
619,9056,1,1634956341
630,9525,1,1667330147
413,9363,5,1654665845
217,4858,5,1645532028
159,7004,4,1646855142
873,8163,3,1626915065
749,7294,2,1642827481
88,2754,2,1617127097
86,5798,1,1655062881
372,1560,5,1613575126
787,4978,5,1656469071
796,2111,1,1618997916
670,7798,1,1662306239
799,4226,2,1656780866
190,4642,5,1633181543
482,320,5,1664685233
582,8413,4,1610067049
112,2558,3,1613142400
185,2915,1,1668930975
744,5810,1,1639862373
458,5195,5,1669049304
59,347,4,1614528306
716,4836,5,1646427406
272,8998,4,1625739237
71,5145,2,1654539477
333,2524,5,1635403174
558,5022,2,1627469881
751,7027,1,1611925118
419,2513,2,1620376778
229,346,3,1650824384
944,393,1,1650010876
448,39,3,1656569953
306,5396,5,1610964367
989,1960,3,1629967095
231,3641,2,1641310143
650,887,4,1658977906
942,8154,5,1648201330
611,3754,5,1622008383
797,6818,3,1637597841
898,8586,2,1660617261
481,8983,5,1640369476
86,9458,1,1654258788
460,3367,4,1671176751
275,7115,5,1618105377
132,7412,4,1614684020
887,7053,2,1655750084
770,4818,3,1650071423
888,4534,1,1618219909
317,3717,4,1647868450
537,8323,3,1640729828
463,4112,4,1610036199
711,7930,2,1666455153
977,9067,5,1660095670
119,654,3,1615826065
496,2069,1,1617657830
958,3643,5,1633466331
934,7353,2,1671023189
589,1048,1,1642342848
109,5655,1,1632671153
750,1288,3,1657076200
404,386,1,1663055007
1,6755,1,1615616035
81,16,5,1642840178
88,1061,3,1633516147
457,7102,3,1625018776
700,9223,5,1640628020
633,7055,2,1661732340
719,3719,2,1631699040
114,6500,1,1641382852
559,7932,3,1634462368
723,3230,1,1661180751
981,3545,2,1632893147
680,151,5,1633587262
741,2789,2,1658792105
87,4290,2,1627504007
386,119,4,1655623547
498,6091,2,1632480153
520,909,3,1629519356
777,9121,4,1648395546
924,1905,2,1638185202
146,2184,4,1639158678
953,8233,3,1614600946
351,458,2,1664475403
610,660,5,1625658214
667,1933,4,1617776367
847,7269,3,1644837707
559,2536,4,1645513594
193,3123,5,1619747369
460,6098,4,1658296409
606,9605,5,1632472258
578,5260,2,1637115931
90,652,2,1627235003
80,8098,5,1667979320
343,202,5,1648764657
629,6298,2,1648943163
88,3534,5,1624992973
400,6755,3,1624487024
484,2793,1,1645156826
436,9334,5,1640921337
324,2486,4,1652550321
759,3344,5,1658411032
409,6285,1,1641115787
51,4433,1,1623718598
902,7938,2,1663553692
200,849,2,1636056262
136,3915,5,1661811484
832,5110,3,1670132143
622,7407,2,1666902725
746,3571,4,1621855304
367,2099,3,1614764591
540,3004,2,1672231016
555,9231,2,1628553458
466,900,2,1612958361
58,2161,5,1644298765
967,2350,3,1664906228
339,3104,4,1632686764
427,4749,3,1633149289
333,1100,2,1631675302
208,7127,2,1614024634
889,8439,2,1643106918
923,3403,2,1640455744
392,8863,2,1614305234
299,4345,1,1647952951
739,2219,5,1643770335
1,4045,2,1647441708
808,2212,5,1645946740
990,6838,2,1624828874
544,8201,5,1631342479
143,6813,2,1630984589
860,8870,5,1637654590
359,3888,3,1630483703
853,2660,4,1609827474
602,30,1,1615740799
470,8406,4,1632769458
496,8444,1,1654430403
211,8885,4,1637005213
764,5124,2,1635704403
345,2541,5,1632561942
842,9308,3,1611555176
729,9045,4,1658143664
337,359,5,1670447524
992,6066,5,1655065051
841,1504,5,1671516566
272,1721,3,1670740657
958,8708,3,1649598742
211,988,2,1622961506
923,7926,2,1628921749
819,3180,4,1627485934
639,4858,3,1656419233
989,6700,2,1625072302
638,8583,4,1636696345
316,1563,1,1641391390
921,8287,5,1630503510
235,9532,2,1620542866
388,2769,5,1633817301
749,8836,5,1609944058
398,4902,2,1657639649
367,4785,3,1664599290
664,1702,3,1648363933
518,2276,5,1651308536
550,4329,4,1635689341
69,4297,3,1626946540
527,2128,3,1616556608
326,2335,3,1611691415
334,3022,3,1643699131
368,2541,1,1635990440
597,2870,1,1619299469
890,8908,4,1648767052
229,2350,2,1659889804
951,2647,1,1613148621
183,1912,4,1617395766
930,4733,5,1642744993
16,5665,5,1660586481
542,1901,4,1656465064
337,2050,4,1656710098
165,8319,5,1669402701
869,5113,2,1643969031
920,6572,5,1631447403
923,7700,5,1635190722
763,3372,3,1629691460
862,3235,1,1643558913
217,9373,3,1646389495
598,1393,5,1637414358
123,6583,3,1668665219
570,7321,1,1627259348
459,2847,2,1611166952
76,832,1,1646087215
390,7238,2,1614133578
802,7586,4,1659453258
394,3509,3,1652069074
809,7717,4,1644923306
958,1123,5,1631997727
15,5609,5,1622712190
666,8860,2,1629825449
860,763,5,1672308990
849,190,4,1631241611
964,161,2,1660515984
828,6193,4,1625664726
679,3741,1,1635335684
677,1444,1,1664229767
509,6450,5,1630505373
267,9587,2,1634171414
722,1654,1,1644846117
795,539,2,1671363444
904,7724,5,1645854522
900,739,3,1627279389
821,977,2,1662018975
115,9356,3,1661114661
726,7726,4,1633180709
71,3692,2,1643489546
294,3098,5,1630960214
122,2070,1,1651602628
878,6183,1,1626922121
134,3244,4,1614555128
272,8442,1,1617416998
495,2896,1,1667641537
35,1208,4,1639466617
852,6850,2,1670526257
135,7097,5,1666331884
860,9156,3,1651469234
739,6049,2,1620824814
263,8167,3,1648089372
914,7333,4,1650893771
252,2106,2,1610795411
350,632,3,1631800101
28,7513,1,1664460018
906,2666,4,1620233522
554,3882,2,1636539269
739,8589,1,1667722033
359,5514,1,1619920036
848,3896,4,1639637442
656,4106,2,1641220056
340,4075,4,1643479323
497,9522,1,1637914791
10,4420,3,1654446027
122,5370,3,1625639306
557,7243,5,1667951495
300,1525,3,1614532315
389,2260,2,1659594194
218,1590,1,1610916375
683,4135,5,1637470542
362,6506,2,1651259123
279,2395,2,1667714670
673,4252,3,1647752855
36,9447,1,1649886602
319,6543,2,1611667471
